TIPO DE USO,CLASE DE FUENTE,CUENCA,CÓDIGO DE CUENCA,DISPONIBILIDAD HÍDRICA,AUTORIDAD LOCAL DEL AGUA (ALA),AUTORIDAD ADMINISTRATIVA DEL AGUA (AAA),DEPARTAMENTO,PROVINCIA,DISTRITO,RAZÓN SOCIAL,N DE RUC,VIGENTE EN REGISTRO DE LA ANA,TIPO DE PERMISO,TIPO DE FUENTE DE AGUA,NOMBRE DE LA FUENTE DE AGUA,N° DE RESOLUCIÓN
Minero,Superficial,Cuenca Perene,49954,Alta,Perené,Ucayali,Junín,Concepción,Comas,Minera Sinaycocha S.A.C.,20476218447,SI,Licencia,Quebrada,Pariahuachuco,0033-2001
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Capacmarca,Minera Strait Gold Perú S.A.C.,20512647031,NO,Autorización,Quebrada,Chicuruyoc,0032-2012
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Araqueda,0190-2009
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Shinshe,0190-2009
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Choloque,0190-2009
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Shingomate,0190-2009
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Choloque,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Marampampa,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Cañaris,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Hualanguita,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Las Huayllas,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,La Chamana,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Hierba Santa,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Purpuro,0145-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Araqueda,0156-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Choloque,0156-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Shinshe,0156-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Shingomate,0156-2010
Energético,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Licencia,Río,Cañaris,0180-2011
Energético,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Licencia,Quebrada,Shinshe,0180-2011
Energético,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Licencia,Quebrada,Quinual,0180-2011
Energético,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Licencia,Quebrada,Cauday,0180-2011
Energético,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Licencia,Quebrada,Huacaday,0180-2011
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,SI,Autorización,Manantial,Alipio,1427-2014
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Quebrada,Araqueda,0505-2012
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Crisnejas,Marañón,Cajamarca,Cajabamba,Cachachi,Minera Sulliden Shahuindo S.A.C.,20505792042,NO,Autorización,Manantial,Matico,0505-2012
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Santiago De Chuco,Sitabamba,Minera Sunset del Perú S.A.C.,20523785321,NO,Autorización,Río,San Sebastian,0388-2010
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Santiago De Chuco,Sitabamba,Minera Sunset del Perú S.A.C.,20523785321,SI,Autorización,Río,San Sebastian,0077-2012
Minero,Superficial,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Huancavelica,Castrovirreyna,Ticrapo,Minera Tantara S.A.C,20524860504,SI,Autorización,Quebrada,Convento Huagashi,0013-2011
Minero,Superficial,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Huancavelica,Castrovirreyna,Ticrapo,Minera Tantara S.A.C,20524860504,SI,Autorización,Quebrada,Convento Huagashi,0481-2012
Minero,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chala,Minera Titán del Perú S.R.L.,20460352674,SI,Licencia,Acuífero,No Identificado,0083-2004
Minero,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chala,Minera Titán del Perú S.R.L.,20460352674,SI,Licencia,Acuífero,No Identificado,0031-2011
Minero,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,Santa Cruz,Sexi,Minera Troy S.A.C.,20518511026,SI,Licencia,Río,Chancay,0605-2012
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Recuay,Recuay,Minera Venard S.A.C.,20503474787,SI,Licencia,Manantial,Sapra Puquio,0194-2005
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Recuay,Recuay,Minera Venard S.A.C.,20503474787,SI,Licencia,Pozo,Huancapeti,0194-2005
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Pataz,Pataz,Minera Victor S.A.C.,20508866462,NO,Autorización,Manantial,El Aliso,0236-2006
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Pataz,Pataz,Minera Victor S.A.C.,20508866462,NO,Autorización,Manantial,Victor Jesus,0236-2006
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Pataz,Pataz,Minera Victor S.A.C.,20508866462,NO,Autorización,Manantial,El Aliso,0196-2008
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Pataz,Pataz,Minera Victor S.A.C.,20508866462,NO,Autorización,Manantial,Victor Jesus,0196-2008
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Mmw2,0070-1996
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Mmw3,0070-1996
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Pozo 1,0070-1996
Poblacional,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Mmw2,0070-1996
Poblacional,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Mmw3,0070-1996
Poblacional,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Pozo 2,0070-1996
Poblacional,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Pozo,0018-2001
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,Shoglia,0100-2001
Industrial,Superficial,Intercuenca Alto Marañón IV,49897,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,10 pozos,0101-2001
Industrial,Superficial,Intercuenca Alto Marañón IV,49897,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,6 pozos,0255-2001
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Quebrada,Pampa Cerro Negro,0185-2002
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Rumi Rumi 1,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Rumi Rumi 2,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Rumi Rumi 3,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Cuyoc 1,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Cuyoc 2,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Cuyoc 3,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Quebrada,Cuyoc,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Pampa Cuyoc 1,0036-2003
Poblacional,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Pampa Cuyoc 2,0036-2003
Agrícola,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,1 pozo,0153-2003
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,Mccm,0268-2004
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Licencia,Quebrada,La Carpa,0457-2004
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Licencia,Río,Blanco,0457-2004
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,NO,Permiso,No identificado,No Identificado,0381-2006
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Conpac,0452-2006
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Cajamarca,La Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,China Linda,0463-2006
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,La Carpa,0372-2006
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,Yanacocha,0410-2006
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,La Quinua,0410-2006
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,La Carpa,0408-2007
Otros usos,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,7 puntos de captación,0415-2007
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Río,Punre,0525-2009
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Autorización,Manantial,Conga,0476-2009
Minero,Superficial,Cuenca Jequetepeque,13774,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,San Pablo,Tumbaden,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Monte Redondo,0218-2010
Minero,Subterráneo,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,NO,Licencia,Acuífero,No Identificado,0485-2010
Minero,Subterráneo,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,NO,Licencia,Acuífero,No Identificado,0485-2010
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,NO,Permiso,Reservorio,No Identificado,0099-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,SI,Autorización,Laguna,Azul,0160-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,Toromacho,0160-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,Pencayoc,0160-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Autorización,Laguna,Mala,0160-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Autorización,Quebrada,Chirimayo,0160-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Punre,0012-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,No identificado,No Identificado,0012-2010
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Acuífero,No Identificado,0048-2010
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Acuífero,No Identificado,0046-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Manantial,La Conga II,0075-2011
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Chirimayo,0094-2011
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Grande - Rio Alto Jadibamba,0114-2011
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Pencayoc,0113-2011
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Chirimayo,0709-2012
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Huasmin,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Pencayoc,0710-2012
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,NO,Autorización,Quebrada,Chailhuagon,0084-2012
Agrícola,Superficial,Cuenca Jequetepeque,13774,Media,Jequetepeque,Jequetepeque Zarumilla,La Libertad,Chepén,Chepén,Minera Yanacocha S.A.,20137291313,SI,Licencia,Río,Jequetepeque,1486-2013
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Permiso,Exdedente de lluvia,Tajo Malqui,0019-2015
Minero,Superficial,Cuenca Crisnejas,49898,Alta,Cajamarca,Marañón,Cajamarca,Cajamarca,Cajamarca,Minera Yanacocha S.A.,20137291313,SI,Permiso,Exdedente de lluvia,Tajo Chaquicocha,0019-2015
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Las Yangas - Suite,Marañón,Cajamarca,Celendin,Sorochuco,Minera Yanacocha S.A.,20137291313,SI,Autorización,Acuífero,2 pozos,0755-2015
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Encañada,Minera Yanacocha S.A.,20137291313,SI,Licencia,Acuífero,2 pozos,2398-2015
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20514978051,SI,Autorización,Quebrada,Huacacalluni,0517-2009
Poblacional,Superficial,Cuenca Jequetepeque,13774,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Contumaza,Tantarica,Minera Jubileo 2000 E.I.R.L.,,SI,Autorización,Quebrada,Chuquimango,0083-2003
Poblacional,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,San Miguel,Tongod,Minera La Zanja S.R.L.,,NO,Autorización,Río,Chancay,1234-2006
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20514978051,SI,Autorización,Río,Isivilla,0517-2009
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20514978051,SI,Autorización,Río,Tuturumani,0517-2009
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20514978051,SI,Autorización,Riachuelo,Puncopata,0517-2009
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20511105103,SI,Autorización,Quebrada,Huacacalluni,0065-2011
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20511105103,SI,Autorización,Río,Isivilla,0065-2011
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20511105103,SI,Autorización,Quebrada,Tuturumani,0065-2011
Minero,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,Santa Cruz,Pulan,Minera La Zanja S.R.L.,,SI,Licencia,Quebrada,Bramadero,0387-2010
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Minergia S.A.C.,20511105103,SI,Autorización,Riachuelo,Puncopata,0065-2011
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Alto Marañón,Marañón,Huánuco,Yarowilca,Choras,Mitsui Mining Y Smelting Co. Ltda.,20101032150,SI,Autorización,Quebrada,Huachac I,0862-2012
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Alto Marañón,Marañón,Huánuco,Yarowilca,Choras,Mitsui Mining Y Smelting Co. Ltda.,20101032150,SI,Autorización,Quebrada,Huachac Ii,0862-2012
Minero,Superficial,Cuenca Mala,137552,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,San Luis,Negociacion Minera Cutt - Off S.A.,20109861500,NO,Autorización,Río,Cañete,0012-1996
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Manantial,Fortunia,0129-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Río,Chilloroya (Wp1),0129-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Quebrada,Casanuma (Wp2),0129-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Quebrada,Telaraccacca 1,0129-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Quebrada,Telaraccacca 2,0129-2011
Minero,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,Santa Cruz,Pulan,Minera La Zanja S.R.L.,,SI,Licencia,Quebrada,Bramadero,0387-2010
Minero,Superficial,Cuenca Chinchipe,49892,Media,Alto Piura Huancabamba,Jequetepeque Zarumilla,Piura,Huancabamba,El Carmen De La Frontera,Minera Majaz S.A,,NO,Autorización,Quebrada,Parramata,0219-2004
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Velille,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Quebrada,Telaraccacca 3,0129-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Livitaca,Norsemont Perú S.A.C.,20511165181,NO,Autorización,Río,Chilloraya (Wp1),0004-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Pasco,Mantaro,Pasco,Pasco,Huayllay,Pan American Silver Huaron S.A.,20100130549,NO,Licencia,Laguna,Shegui,0025-2000
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Pasco,Mantaro,Pasco,Pasco,Huayllay,Pan American Silver Huaron S.A.,20294845896,NO,Licencia,Manantial,Uchucrangra,0012-2002
